id,abbr,name,publisher,url,class,type,category
514,KR,International Conference on Principles of Knowledge Representation and Reasoning,Morgan Kaufmann,http://dblp.uni-trier.de/db/conf/kr/,B,Conference,8
515,UAI,International Conference on Uncertainty in Artificial Intelligence,AUAI,http://dblp.uni-trier.de/db/conf/uai/,B,Conference,8
516,AAMAS,International Joint Conference on Autonomous Agents and Multi-agent Systems,Springer,http://dblp.uni-trier.de/db/conf/atal/index.html,B,Conference,8
517,PPSN,Parallel Problem Solving from Nature,Springer,http://dblp.uni-trier.de/db/conf/ppsn/,B,Conference,8
518,AISTATS,Artificial Intelligence and Statistics,JMLR,http://dblp.uni-trier.de/db/conf/aistats/,C,Conference,8
519,ACCV,Asian Conference on Computer Vision,Springer,http://dblp.uni-trier.de/db/conf/accv/,C,Conference,8
520,ACML,Asian Conference on Machine Learning,JMLR,http://dblp.uni-trier.de/db/conf/acml/,C,Conference,8
521,BMVC,British Machine Vision Conference,British Machine Vision Association,http://dblp.uni-trier.de/db/conf/bmvc/,C,Conference,8
522,NLPCC,CCF International Conference on Natural Language Processing and Chinese Computing,Springer,https://dblp.uni-trier.de/db/conf/nlpcc/,C,Conference,8
523,CoNLL,Conference on Computational Natural Language Learning,Association for Computational Linguistics,http://dblp.uni-trier.de/db/conf/conll,C,Conference,8
524,GECCO,Genetic and Evolutionary Computation Conference,ACM,http://dblp.uni-trier.de/db/conf/gecco/,C,Conference,8
525,ICTAI,IEEE International Conference on Tools with Artificial Intelligence,IEEE,http://dblp.uni-trier.de/db/conf/ictai/,C,Conference,8
526,IROS,IEEE\RSJ International Conference on Intelligent Robots and Systems,IEEE,http://dblp.uni-trier.de/db/conf/iros/,C,Conference,8
527,ALT,International Conference on Algorithmic Learning Theory,Springer,http://dblp.uni-trier.de/db/conf/alt/,C,Conference,8
528,ICANN,International Conference on Artificial Neural Networks,Springer,http://dblp.uni-trier.de/db/conf/icann/,C,Conference,8
529,FG,International Conference on Automatic Face and Gesture Recognition,IEEE,http://dblp.uni-trier.de/db/conf/fgr/,C,Conference,8
530,ICDAR,International Conference on Document Analysis and Recognition,IEEE,http://dblp.uni-trier.de/db/conf/icdar/,C,Conference,8
531,ILP,International Conference on Inductive Logic Programming,Springer,http://dblp.uni-trier.de/db/conf/ilp/,C,Conference,8
532,KSEM,"International conference on Knowledge Science,Engineering and Management",Springer,http://dblp.uni-trier.de/db/conf/ksem/,C,Conference,8
533,ICONIP,International Conference on Neural Information Processing,Springer,http://dblp.uni-trier.de/db/conf/iconip/,C,Conference,8
534,ICPR,International Conference on Pattern Recognition,IEEE,http://dblp.uni-trier.de/db/conf/icpr/,C,Conference,8
535,ICB,International Joint Conference on Biometrics,IEEE,http://dblp.uni-trier.de/db/conf/icb/,C,Conference,8
536,IJCNN,International Joint Conference on Neural Networks,IEEE,http://dblp.uni-trier.de/db/conf/ijcnn/,C,Conference,8
537,PRICAI,Pacific Rim International Conference on Artificial Intelligence,Springer,http://dblp.uni-trier.de/db/conf/pricai/,C,Conference,8
538,NAACL,The Annual Conference of the North American Chapter of the Association for Computational Linguistics,NAACL,http://dblp.uni-trier.de/db/conf/naacl/,C,Conference,8
539,TOCHI,ACM Transactions on Computer-Human Interaction,ACM,http://dblp.uni-trier.de/db/journals/tochi/,A,Journal,9
540,IJHCS,International Journal of Human Computer Studies,Elsevier,http://dblp.uni-trier.de/db/journals/ijmms/,A,Journal,9
541,CSCW,Computer Supported Cooperative Work,Springer,http://dblp.uni-trier.de/db/journals/cscw/,B,Journal,9
542,HCI,Human Computer Interaction,Taylor &Francis,http://dblp.uni-trier.de/db/journals/hhci/,B,Journal,9
543,,IEEE Transactions on Human-Machine Systems,IEEE,http://dblp.uni-trier.de/db/journals/thms/,B,Journal,9
544,IWC,Interacting with Computers,Oxford University Press,http://dblp.uni-trier.de/db/journals/iwc/,B,Journal,9
545,IJHCI,International Journal of Human-Computer Interaction,Taylor &Francis,http://dblp.uni-trier.de/db/journals/ijhci/,B,Journal,9
546,UMUAI,User Modeling and User-Adapted Interaction,Springer,http://dblp.uni-trier.de/db/journals/umuai/,B,Journal,9
547,BIT,Behaviour & Information Technology,Taylor & Francis,http://dblp.uni-trier.de/db/journals/behaviourIT/,C,Journal,9
548,PUC,Personal and Ubiquitous Computing,Springer,http://dblp.uni-trier.de/db/journals/puc/,C,Journal,9
549,PMC,Pervasive and Mobile Computing,Elsevier,http://dblp.uni-trier.de/db/journals/percom/,C,Journal,9
550,CSCW,ACM Conference on Computer Supported Cooperative Work and Social Computing,ACM,http://dblp.uni-trier.de/db/conf/cscw,A,Conference,9
551,CHI,ACM Conference on Human Factors in Computing Systems,ACM,http://dblp.uni-trier.de/db/conf/chi,A,Conference,9
552,UbiComp,ACM International Conference on Ubiquitous Computing,ACM,http://dblp.uni-trier.de/db/conf/huc/,A,Conference,9
553,GROUP,ACM Conference on Supporting Group Work,ACM,http://dblp.uni-trier.de/db/conf/group/,B,Conference,9
554,IUI,ACM International Conference on Intelligent User Interfaces,ACM,http://dblp.uni-trier.de/db/conf/iui/,B,Conference,9
555,ITS,ACM International Conference on Interactive Tabletops and Surfaces,ACM,http://dblp.uni-trier.de/db/conf/tabletop/,B,Conference,9
556,UIST,ACM Symposium on User Interface Software and Technology,ACM,http://dblp.uni-trier.de/db/conf/uist/,B,Conference,9
557,ECSCW,European Conference on Computer Supported Cooperative Work,Springer,http://dblp.uni-trier.de/db/conf/ecscw/,B,Conference,9
558,PERCOM,IEEE International Conference on Pervasive Computing and Communications,IEEE,http://dblp.uni-trier.de/db/conf/percom/,B,Conference,9
559,MobileHCI,International Conference on Human Computer Interaction with Mobile Devices and Services,ACM,http://dblp.uni-trier.de/db/conf/mhci/,B,Conference,9
560,DIS,ACM Conference on Designing Interactive Systems,ACM,http://dblp.uni-trier.de/db/conf/ACMdis/,C,Conference,9
561,ICMI,ACM International Conference on Multimodal Interaction,ACM,http://dblp.uni-trier.de/db/conf/icmi/,C,Conference,9
562,ASSETS,ACM SIGACCESS Conference on Computers and Accessibility,ACM,http://dblp.uni-trier.de/db/conf/assets,C,Conference,9
563,GI,Graphics Interface conference,ACM,http://dblp.uni-trier.de/db/conf/graphicsinterface/,C,Conference,9
564,UIC,IEEE International Conference on Ubiquitous Intelligence and Computing,IEEE,http://dblp.uni-trier.de/db/conf/uic/,C,Conference,9
565,,IEEE World Haptics Conference,IEEE,http://dblp.uni-trier.de/db/conf/haptics/,C,Conference,9
566,INTERACT,IFIP TC13 Conference on Human-Computer Interaction,IFIP,http://dblp.uni-trier.de/db/conf/interact/,C,Conference,9
567,IDC,Interaction Design and Children,ACM,http://dblp.uni-trier.de/db/conf/acmidc/,C,Conference,9
568,CollaborateCom,"International Conference on Collaborative Computing: Networking, Applications and Worksharing",Springer,http://collaboratecom.org,C,Conference,9
569,CSCWD,International Conference on Computer Supported Cooperative Work in Design,Springer,http://dblp.uni-trier.de/db/conf/cscwd/,C,Conference,9
570,CoopIS,International Conference on Cooperative Information Systems,Springer,http://dblp.uni-trier.de/db/conf/coopis/,C,Conference,9
571,MobiQuitous,"International Conference on Mobile and Ubiquitous Systems: Computing,Networking and Services",Springer,http://dblp.uni-trier.de/db/conf/mobiquitous/,C,Conference,9
572,AVI,International Working Conference on Advanced Visual Interfaces,ACM,http://dblp.uni-trier.de/db/conf/avi/,C,Conference,9
573,JACM,Journal of the ACM,ACM,http://dblp.uni-trier.de/db/journals/jacm,A ,Journal,10
574,Proc. IEEE,Proceedings of the IEEE,IEEE,http://dblp.uni-trier.de/db/journals/pieee/,A ,Journal,10
575,,Bioinformatics,Oxford University Press,http://dblp.uni-trier.de/db/journals/bioinformatics/,B,Journal,10
576,,Briefings in Bioinformatics,Oxford University Press,http://dblp.uni-trier.de/db/journals/bib/,B,Journal,10
577,Cognition,Cognition: International Journal of Cognitive Science,Elsevier,http://www.journals.elsevier.com/cognition/,B,Journal,10
578,TASAE,IEEE Transactions on Automation Science and Engineering,IEEE,http://dblp.uni-trier.de/db/journals/tase/,B,Journal,10
579,TGARS,IEEE Transactions on Geoscience and Remote Sensing,IEEE,http://dblp.uni-trier.de/db/journals/tgrs/,B,Journal,10
580,TITS,IEEE Transactions on Intelligent Transportation Systems,IEEE,http://dblp.uni-trier.de/db/journals/tits/,B,Journal,10
581,TMI,IEEE Transactions on Medical Imaging,IEEE,http://dblp.uni-trier.de/db/journals/tmi/,B,Journal,10
582,TR,IEEE Transactions on Robotics,IEEE,http://dblp.uni-trier.de/db/journals/trob/,B,Journal,10
583,TCBB,IEEE-ACM Transactions on Computational Biology and Bioinformatics,IEEE/ACM,http://dblp.uni-trier.de/db/journals/tcbb/,B,Journal,10
584,JCST,Journal of Computer Science and Technology,SCIENCE PRESS,http://dblp.uni-trier.de/db/journals/jcst/,B,Journal,10
585,JAMIA,Journal of the American Medical Informatics Association,BMJ Journals,http://dblp.uni-trier.de/db/journals/jamia/,B,Journal,10
586,,PLOS Computational Biology,Public Library of Science,http://dblp.uni-trier.de/db/journals/ploscb/,B,Journal,10
587,,Science China Information Sciences,Science in China Press /Springer,http://dblp.uni-trier.de/db/journals/chinaf/,B,Journal,10
588,,The Computer Journal,Oxford University Press,http://dblp.uni-trier.de/db/journals/cj/,B,Journal,10
589,,World Wide Web Journal,Springer,http://dblp.uni-trier.de/db/journals/wwwj/,B,Journal,10
590,,BMC Bioinformatics,BioMed Central,http://dblp.uni-trier.de/db/journals/bmcbi/,C,Journal,10
591,,Cybernetics and Systems,Taylor & Francis,http://dblp.uni-trier.de/db/journals/cas/,C,Journal,10
592,FCS,Frontiers of Computer Science,Higher Education Press,http://dblp.uni-trier.de/db/journals/fcsc/,C,Journal,10
593,,IEEE Geoscience and Remote Sensing Letters,IEEE,http://dblp.uni-trier.de/db/journals/lgrs/,C,Journal,10
594,,JBHI,IEEE Journal of Biomedical and Health Informatics,http://dblp.uni-trier.de/db/journals/titb/,C,Journal,10
595,,TBD,IEEE Transactions on Big Data,https://dblp.uni-trier.de/db/journals/tbd/,C,Journal,10
596,,IET Intelligent Transport Systems,IET,http://digital-library.theiet.org/content/journals/iet-its,C,Journal,10
597,,JBI,Journal of Biomedical Informatics,https://dblp.uni-trier.de/db/journals/jbi/,C,Journal,10
598,,Medical Image Analysis,Elsevier,http://dblp.uni-trier.de/db/journals/mia/,C,Journal,10
599,WWW,International World Wide Web Conferences,ACM,http://dblp.uni-trier.de/db/conf/www/,A,Conference,10
600,RTSS,Real-Time Systems Symposium,IEEE,http://dblp.uni-trier.de/db/conf/rtss/,A,Conference,10
601,CogSci,Cognitive Science Society Annual Conference,Psychology Press,http://cognitivesciencesociety.org/conference2013/index.html,B,Conference,10
602,BIBM,IEEE International Conference on Bioinformatics and Biomedicine,IEEE,http://dblp.uni-trier.de/db/conf/bibm/,B,Conference,10
603,EMSOFT,International Conference on Embedded Software,ACM/IEEE/IFIP,http://dblp.uni-trier.de/db/conf/emsoft/,B,Conference,10
604,ISMB,International conference on Intelligent Systems for Molecular Biology,Oxford Journals,http://www.iscb.org/about-ismb,B,Conference,10
605,RECOMB,International Conference on Research in Computational Molecular Biology,Springer,http://dblp.uni-trier.de/db/conf/recomb/,B,Conference,10
606,AMIA,American Medical Informatics Association Annual Symposium,AMIA,http://dblp.uni-trier.de/db/conf/amia/,C,Conference,10
607,APBC,Asia Pacific Bioinformatics Conference,BioMed Central,http://dblp.uni-trier.de/db/conf/apbc/,C,Conference,10
608,,IEEE International Conference on Big Data,IEEE,https://dblp.uni-trier.de/db/conf/bigdataconf/,C,Conference,10
609,,IEEE International Conference on Cloud Computing,IEEE,http://dblp.uni-trier.de/db/conf/IEEEcloud/,C,Conference,10
610,SMC,"IEEE International Conference on Systems, Man, and Cybernetics",IEEE,https://dblp.uni-trier.de/db/conf/smc/,C,Conference,10
611,COSIT,International Conference on Spatial Information Theory,ACM,http://dblp.uni-trier.de/db/conf/cosit/,C,Conference,10
612,ISBRA,International Symposium on Bioinformatics Research and Applications,Springer,https://dblp.uni-trier.de/db/conf/isbra/,C,Conference,10
